City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Anito,PH,12.4497,125.2886,76.95,88,100,11.27,overcast clouds
470,Natal,BR,-5.795,-35.2094,81.25,78,20,11.5,few clouds
471,Moindou,NC,-21.6924,165.677,91.35,73,93,5.77,overcast clouds
472,Sampit,ID,-2.5333,112.95,75.51,95,100,1.48,overcast clouds
473,Canton,CN,23.1167,113.25,48.99,60,10,9.31,clear sky
474,Vestmannaeyjar,IS,63.4427,-20.2734,33.01,65,100,31.72,overcast clouds
475,Bara,NG,10.3744,10.7288,67.14,20,0,10.02,clear sky
476,Qiongshan,CN,20.0058,110.3542,60.78,82,75,8.95,broken clouds
477,Riohacha,CO,11.5444,-72.9072,80.71,78,20,11.5,few clouds
478,Ossora,RU,59.2353,163.0719,9.55,74,100,5.86,overcast clouds
479,College,US,64.8569,-147.8028,6.8,61,75,5.75,broken clouds
480,Fairbanks,US,64.8378,-147.7164,7.09,62,100,5.75,overcast clouds
481,Namibe,AO,-15.1961,12.1522,71.55,72,80,6.71,broken clouds
482,Victoria,HK,22.2855,114.1577,58.24,79,99,4.0,overcast clouds
483,Corinto,GR,37.9407,22.9573,46.69,76,1,4.03,clear sky
484,Tokur,RU,53.1333,132.9,-15.38,98,81,2.82,broken clouds
485,Kaduqli,SD,11.0167,29.7167,68.59,15,81,15.97,broken clouds
486,Ust-Tsilma,RU,65.441,52.1498,-15.07,100,98,2.33,overcast clouds
487,Marhaura,IN,25.9667,84.8667,51.73,90,72,3.69,broken clouds
488,Joshimath,IN,30.5667,79.5667,26.19,58,2,10.11,clear sky
489,Bilma,NE,18.6853,12.9164,57.04,23,2,5.86,clear sky
490,Kirillov,RU,59.863,38.3813,-7.65,100,96,2.84,overcast clouds
491,San Cristobal,VE,7.7669,-72.225,75.38,88,66,1.79,broken clouds
492,Burgersdorp,ZA,-30.9977,26.3286,59.14,79,50,9.13,scattered clouds
493,Usinsk,RU,65.9939,57.5281,-1.95,99,97,6.04,overcast clouds
494,The Valley,AI,18.217,-63.0578,73.26,88,40,8.05,scattered clouds
495,Linares,CL,-35.85,-71.6,73.56,43,7,11.03,clear sky
496,Plettenberg Bay,ZA,-34.0527,23.3716,63.41,78,84,7.52,broken clouds
497,Valdivia,CL,-39.8142,-73.2459,69.89,79,54,0.18,broken clouds
498,Colac,AU,-38.3333,143.5833,68.63,58,54,9.4,broken clouds
499,Brive-La-Gaillarde,FR,45.25,1.5,45.84,77,100,1.3,overcast clouds
500,Kupang,ID,-10.1667,123.5833,81.16,81,92,7.23,overcast clouds
501,Kantang,TH,7.4054,99.5156,78.89,78,20,2.3,few clouds
502,Anderson,US,34.5334,-82.6499,54.64,89,0,3.0,clear sky
503,Rio Gallegos,AR,-51.6226,-69.2181,62.65,29,0,3.44,clear sky
504,Yerbogachen,RU,61.2767,108.0108,-21.41,100,98,3.2,overcast clouds
505,Kotido,UG,2.9806,34.1331,74.05,37,100,4.94,overcast clouds
506,Huarmey,PE,-10.0681,-78.1522,71.69,82,12,10.67,few clouds
507,Kem,RU,64.9555,34.5793,11.35,88,100,14.9,overcast clouds
508,Green River,US,41.5286,-109.4662,36.0,56,12,12.59,few clouds
509,Cananea,MX,30.95,-110.3,43.93,21,0,20.11,clear sky
510,Boguchany,RU,58.3814,97.4531,17.6,94,100,8.75,light snow
511,Teahupoo,PF,-17.8333,-149.2667,76.96,77,26,15.48,light rain
512,Ferry Pass,US,30.5102,-87.2125,44.64,92,90,13.8,overcast clouds
513,Bairiki,KI,1.3292,172.9752,86.0,70,20,17.27,few clouds
514,Broome,US,42.2506,-75.833,18.63,76,90,1.99,light snow
515,Aleksandrov Gay,RU,50.147,48.5704,32.45,99,100,6.71,overcast clouds
516,Jiazi,CN,22.8779,116.067,53.69,76,99,11.23,overcast clouds
517,Turukhansk,RU,65.8167,87.9833,11.53,94,100,13.24,light snow
518,Grand Gaube,MU,-20.0064,57.6608,79.38,82,100,8.01,overcast clouds
519,Raton,US,36.9034,-104.4391,39.33,41,0,8.05,clear sky
520,Anori,BR,-3.7728,-61.6442,72.41,99,97,2.42,overcast clouds
521,Prince Rupert,CA,54.3161,-130.3201,41.09,93,100,9.22,light rain
522,Hambantota,LK,6.1241,81.1185,72.84,87,24,7.05,few clouds
523,Palmer,US,42.1584,-72.3287,31.3,97,100,5.75,mist
524,Winnemucca,US,40.973,-117.7357,48.25,29,0,4.61,clear sky
525,Mahajanga,MG,-15.7167,46.3167,80.62,78,40,5.75,scattered clouds
526,Ibotirama,BR,-12.1853,-43.2206,79.7,57,96,3.18,overcast clouds
527,Farim,GW,12.4839,-15.2217,71.33,34,1,5.21,clear sky
528,Margate,GB,51.3813,1.3862,41.95,77,29,3.0,scattered clouds
529,Yate,GB,51.5407,-2.4184,40.98,88,37,1.01,scattered clouds
530,Pipri,IN,19.8,75.5333,58.84,31,66,4.38,broken clouds
531,Nouadhibou,MR,20.931,-17.0347,69.78,49,0,10.36,clear sky
532,Pueblo Nuevo,MX,23.3833,-105.3833,59.92,34,0,5.14,clear sky
533,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.53,97,98,0.51,overcast clouds
534,Pacific Grove,US,36.6177,-121.9166,69.48,54,1,5.99,clear sky
535,Kemijarvi,FI,66.7131,27.4306,19.74,93,100,14.23,light snow
536,Rajauri,IN,33.3833,74.3,39.15,61,2,5.91,clear sky
537,Vao,NC,-22.6667,167.4833,80.47,87,100,16.82,moderate rain
538,Tocopilla,CL,-22.092,-70.1979,71.26,70,14,12.5,few clouds
539,Gewane,ET,10.1664,40.6453,72.18,24,1,2.93,clear sky
540,Hovsan,AZ,40.3744,50.0853,42.93,87,75,16.11,broken clouds
541,Beatrice,US,40.2681,-96.747,32.45,31,0,9.22,clear sky
542,Arman,RU,59.7,150.1667,-0.96,72,83,12.93,broken clouds
543,Sanda,JP,34.8833,135.2333,37.54,64,7,16.71,clear sky
544,Ciro Marina,IT,39.3732,17.126,55.42,63,71,5.93,broken clouds
545,Dalbandin,PK,28.8947,64.4101,50.22,21,0,4.38,clear sky
546,Port Hawkesbury,CA,45.6169,-61.3485,34.18,99,100,14.97,fog
547,Itaberai,BR,-16.0203,-49.8103,70.99,87,99,1.57,overcast clouds
548,Aklavik,CA,68.2191,-135.0107,-19.37,75,0,9.22,clear sky
549,Celestun,MX,20.8667,-90.4,75.09,86,3,13.31,clear sky
550,Asau,RO,46.4333,26.4,23.92,76,42,5.95,scattered clouds
551,Narrabri,AU,-30.3167,149.7833,71.69,40,1,17.27,clear sky
552,Cabatuan,PH,10.8794,122.486,75.22,86,96,14.32,overcast clouds
553,Armizonskoye,RU,55.9461,67.6736,20.46,82,100,10.04,overcast clouds
554,Kings Point,US,26.4454,-80.1398,76.01,82,0,1.01,clear sky
555,Tuy Hoa,VN,13.0833,109.3,73.15,90,68,12.39,broken clouds
556,Tandil,AR,-37.3217,-59.1332,62.11,92,100,16.69,moderate rain
557,Boa Vista,BR,2.8197,-60.6733,87.78,48,75,8.05,broken clouds
558,Rorvik,NO,64.8621,11.2373,35.56,88,100,34.49,light rain
559,Korla,CN,41.7597,86.1469,25.34,45,100,5.12,overcast clouds
560,Yaan,NG,7.3833,8.5667,80.19,13,0,10.02,clear sky
561,Kaputa,ZM,-8.4689,29.6619,65.88,91,100,2.53,overcast clouds
562,Hun,LY,29.1268,15.9477,51.42,41,0,5.61,clear sky
563,Juneau,US,58.3019,-134.4197,36.84,96,100,5.01,mist
564,Imbituba,BR,-28.24,-48.6703,78.82,95,100,8.7,overcast clouds
565,Pitkyaranta,RU,61.5734,31.4792,13.17,93,100,16.78,overcast clouds
566,Bereda,ES,43.2686,-7.5406,49.41,100,100,5.23,overcast clouds
567,Wenatchee,US,47.4235,-120.3103,46.56,70,0,0.0,clear sky
568,Coronado,US,32.6859,-117.1831,71.33,29,20,11.5,few clouds
569,Monrovia,LR,6.3005,-10.7969,78.57,82,34,5.53,scattered clouds
570,Fayaoue,NC,-20.65,166.5333,82.78,80,100,11.74,overcast clouds
571,Marsa Matruh,EG,31.3525,27.2453,55.6,62,40,12.66,scattered clouds
572,East Wenatchee Bench,US,47.4257,-120.2812,45.48,70,1,0.0,clear sky
573,Smirnykh,RU,49.75,142.8333,9.88,79,100,9.48,overcast clouds
574,Springbok,ZA,-29.6643,17.8865,74.08,30,42,2.91,scattered clouds
575,Agirish,RU,61.9247,63.0231,1.08,96,100,2.26,overcast clouds
576,Elizabeth City,US,36.2946,-76.2511,73.42,80,40,12.66,scattered clouds
577,Changji,CN,44.0167,87.3167,2.19,85,75,2.24,fog
578,Usevya,TZ,-7.1,31.2333,64.83,98,100,0.2,light rain
579,Shimoda,JP,34.6667,138.95,43.16,62,22,28.79,few clouds
580,Huntsville,US,34.7304,-86.5861,32.56,89,90,5.01,overcast clouds
581,Puerto Madryn,AR,-42.7692,-65.0385,61.18,65,95,21.77,overcast clouds
582,Yarmouth,US,41.7057,-70.2286,38.14,95,90,17.27,snow
583,Najran,SA,17.4924,44.1277,66.85,69,5,7.81,clear sky
584,Gemena,CD,3.25,19.7667,69.73,33,100,2.01,overcast clouds
585,Planaltina,BR,-15.4528,-47.6142,71.89,94,98,2.66,overcast clouds
586,Calama,CL,-22.4667,-68.9333,70.29,12,0,21.85,clear sky
587,Ito,JP,34.9667,139.0833,43.2,61,2,3.0,clear sky
588,Nukus,UZ,42.4531,59.6103,40.98,60,90,11.5,overcast clouds
589,Mogadishu,SO,2.0371,45.3438,76.01,86,55,18.16,broken clouds
590,Camopi,GF,3.1655,-52.3158,72.0,99,68,2.71,broken clouds
591,Torit,SS,4.4133,32.5678,78.69,33,97,2.04,overcast clouds
592,Kudahuvadhoo,MV,2.6708,72.8944,81.18,76,71,8.03,broken clouds
593,Atambua,ID,-9.1061,124.8925,77.85,83,88,1.88,overcast clouds
594,Baracoa,CU,20.3467,-74.4958,74.52,83,76,10.38,broken clouds
595,Khorinsk,RU,52.1657,109.7726,-3.77,98,100,3.2,overcast clouds
596,Matara,LK,5.9485,80.5353,72.3,88,59,6.15,broken clouds
597,Moron,AR,-34.6534,-58.6198,76.96,83,100,8.14,overcast clouds
598,Tukums,LV,56.9669,23.1553,29.55,97,100,13.0,light snow
599,Chipinge,ZW,-20.1883,32.6236,64.72,90,36,4.23,light rain
600,Chapleau,CA,47.8405,-83.4034,-7.51,64,1,2.3,clear sky
601,Tautira,PF,-17.7333,-149.15,82.42,76,23,14.88,light rain
602,Shar,KZ,49.5886,81.0453,-7.53,90,5,6.44,clear sky
603,Norden,DE,53.6,7.2,39.96,81,85,24.94,overcast clouds
604,Timmins,CA,48.4669,-81.3331,-7.78,54,40,0.0,scattered clouds
605,Careiro Da Varzea,BR,-3.2003,-59.8119,75.83,95,100,2.82,overcast clouds
606,Buribay,RU,51.9617,58.1592,17.4,97,100,7.78,overcast clouds
607,Krasnoselkup,RU,65.7,82.4667,16.09,96,100,6.51,light snow
608,Ruteng,ID,-8.6136,120.4721,68.23,84,98,2.39,overcast clouds
609,Mehran,IR,33.1222,46.1646,49.48,71,73,4.81,broken clouds
610,Sainte-Marie,RE,-20.8968,55.5496,80.73,89,100,24.16,overcast clouds
611,Nizwa,OM,22.9333,57.5333,64.38,35,9,0.38,clear sky
612,Bindura,ZW,-17.3019,31.3306,63.07,98,96,2.01,light rain
613,Callaway,US,30.153,-85.5699,49.95,95,100,5.01,light rain
614,Preeceville,CA,51.95,-102.6677,-7.92,98,100,10.56,light snow
615,Baghdad,IQ,33.3406,44.4009,48.11,71,0,4.61,clear sky
616,Muzhi,RU,65.3667,64.6667,5.63,83,51,9.33,broken clouds
617,Mardin,TR,37.3131,40.7436,35.19,86,66,6.76,broken clouds
618,Camacha,PT,33.0833,-16.3333,59.54,94,20,0.0,few clouds
619,Lufilufi,WS,-13.8745,-171.5986,89.38,78,96,17.09,light rain
620,Sabha,LY,27.0377,14.4283,49.3,36,0,4.52,clear sky
621,Rajapalaiyam,IN,9.45,77.5667,72.0,88,23,1.32,few clouds
622,Christchurch,NZ,-43.5333,172.6333,56.95,89,100,1.99,overcast clouds
623,Wuning,CN,29.2589,120.2311,37.18,84,5,2.51,clear sky
624,Port-Gentil,GA,-0.7193,8.7815,79.81,80,78,10.36,broken clouds
625,Great Falls,US,47.5002,-111.3008,43.66,55,40,15.01,scattered clouds
626,Kokopo,PG,-4.352,152.2633,83.95,62,72,9.22,broken clouds
627,Vanimo,PG,-2.6741,141.3028,83.84,71,67,5.75,broken clouds
628,Eureka,US,40.8021,-124.1637,53.2,81,99,7.0,overcast clouds
629,Altay,CN,47.8667,88.1167,5.76,54,0,8.75,clear sky
630,Waingapu,ID,-9.6567,120.2641,82.0,74,37,10.49,scattered clouds
631,Benito Juarez,MX,19.385,-99.165,73.22,25,40,5.01,scattered clouds
632,Marrakesh,MA,31.6315,-8.0083,62.67,36,40,6.91,scattered clouds
633,Hailey,US,43.5196,-114.3153,28.9,70,94,1.01,overcast clouds
634,Noumea,NC,-22.2763,166.4572,91.38,73,100,7.16,overcast clouds
635,Buraydah,SA,26.326,43.975,57.65,32,0,11.16,clear sky
636,Guadalupe Y Calvo,MX,26.1,-106.9667,49.28,50,0,2.21,clear sky
637,Middelburg,ZA,-25.7751,29.4648,62.08,88,85,10.42,light rain
638,Dawei,MM,14.0833,98.2,72.1,88,51,3.71,broken clouds
639,Sioux Lookout,CA,50.1001,-91.917,1.78,65,20,3.44,few clouds
640,Pacifica,US,37.6138,-122.4869,67.01,52,20,3.0,few clouds
641,Negombo,LK,7.2083,79.8358,75.25,100,20,1.14,few clouds
642,Richmond,US,37.5538,-77.4603,46.33,93,100,8.01,moderate rain
643,Peniche,PT,39.3558,-9.3811,54.63,73,99,13.67,overcast clouds
644,Maunabo,PR,18.0072,-65.8993,74.7,91,100,13.87,overcast clouds
645,Hobyo,SO,5.3505,48.5268,75.42,70,16,15.05,few clouds
646,Chumikan,RU,54.7183,135.315,-2.85,76,100,14.81,overcast clouds
647,Outjo,NA,-20.1167,16.15,67.06,77,100,7.45,overcast clouds
648,Pemberton,CA,50.3164,-122.8027,39.06,98,100,6.24,overcast clouds
649,Beloha,MG,-25.1667,45.05,74.75,86,47,16.51,scattered clouds
650,Coos Bay,US,43.3665,-124.2179,54.32,92,100,8.05,overcast clouds
651,Guican,CO,6.4618,-72.4113,49.53,92,50,1.72,light rain
652,Avera,US,33.194,-82.5271,60.31,87,100,12.26,overcast clouds
653,Asosa,ET,10.0667,34.5333,62.96,22,52,6.91,broken clouds
654,Fairfield,US,41.2668,-73.3162,34.45,89,100,8.05,moderate rain
655,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-4.34,96,96,7.54,overcast clouds
656,Klang,MY,3.0333,101.45,75.34,88,20,0.0,few clouds
657,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,59,75,4.47,broken clouds
658,Nizhnevartovsk,RU,60.9344,76.5531,24.82,93,100,6.71,overcast clouds
659,Simbahan,PH,6.3032,120.5836,80.28,79,94,15.26,overcast clouds
660,Tonantins,BR,-2.8731,-67.8022,74.37,97,78,1.28,heavy intensity rain
661,Saint-Denis,FR,48.9167,2.3333,41.14,87,0,8.05,clear sky
662,Mitsamiouli,KM,-11.3847,43.2844,81.39,80,83,12.12,light rain
663,Salantai,LT,56.0667,21.5667,36.9,99,100,15.59,overcast clouds
664,Tsiroanomandidy,MG,-18.7667,46.0333,66.79,97,96,4.18,overcast clouds
665,Escarcega,MX,18.6089,-90.7454,76.5,75,42,5.88,scattered clouds
666,Belaya Gora,RU,68.5333,146.4167,-38.87,100,46,0.89,scattered clouds
667,Kankon,IN,15.0167,74.0167,69.6,84,50,5.14,scattered clouds
668,Nemuro,JP,43.3236,145.575,24.06,67,18,11.74,few clouds
669,Marquette,US,46.5333,-87.6335,9.84,61,100,4.79,overcast clouds
670,El Rosario,MX,24.2556,-107.1828,77.2,43,0,11.74,clear sky
671,Storslett,NO,69.7678,21.0247,16.34,80,100,15.55,overcast clouds
672,Thunder Bay,CA,48.4001,-89.3168,10.31,48,20,8.05,few clouds
673,Stornoway,GB,58.2093,-6.3865,36.03,86,20,4.0,few clouds
674,Kinsale,IE,51.7075,-8.5306,40.23,93,20,8.05,few clouds
675,Jayanca,PE,-6.3908,-79.8219,73.0,57,41,11.92,scattered clouds
676,Mus,TR,39.0,41.75,18.84,96,99,1.45,light snow
677,Wageningen,NL,51.9667,5.6667,42.89,88,100,11.5,overcast clouds
678,Thinadhoo,MV,0.5333,72.9333,81.46,74,97,10.0,overcast clouds
679,Madimba,TZ,-10.4,40.3333,76.59,90,76,7.87,moderate rain
680,Rafraf,TN,37.1904,10.1837,55.72,73,16,16.15,few clouds
681,Amot,NO,59.5714,7.9877,15.49,80,29,10.22,scattered clouds
682,Diapaga,BF,12.0708,1.7889,68.67,15,0,7.99,clear sky
683,Nyurba,RU,63.2842,118.3319,-26.9,100,68,1.92,broken clouds
684,Egvekinot,RU,66.3167,-179.1667,-2.33,70,0,12.5,clear sky
685,Lasa,IT,46.6166,10.7002,40.46,80,68,5.88,broken clouds
686,Hualmay,PE,-11.0964,-77.6139,70.93,83,18,9.78,few clouds
687,Luwuk,ID,-0.9516,122.7875,82.63,71,98,2.01,overcast clouds
688,Bay Roberts,CA,47.5999,-53.2648,33.51,93,100,3.0,snow
689,Dauriya,RU,49.9333,116.8667,-15.95,99,77,3.69,broken clouds
690,Rehoboth,NA,-23.3167,17.0833,74.88,36,96,8.14,overcast clouds
691,Necochea,AR,-38.5473,-58.7368,60.04,70,100,9.82,moderate rain
692,Barrhead,GB,55.7992,-4.3929,38.01,86,20,5.01,few clouds
693,Bentiu,SS,9.2333,29.8333,75.54,17,77,9.01,broken clouds
694,Colares,PT,38.7992,-9.4469,54.34,72,100,1.01,overcast clouds
695,Cheney,US,47.4874,-117.5758,39.76,87,75,18.41,broken clouds
696,Jibuti,DJ,11.5,42.5,65.62,56,5,6.53,clear sky
697,Sarh,TD,9.1429,18.3923,71.51,21,0,4.61,clear sky
698,Bucerias,MX,20.75,-105.3333,75.97,76,6,4.65,clear sky
699,Mago,RU,53.2514,140.1822,2.86,92,100,6.17,overcast clouds
700,Porto Belo,BR,-27.1578,-48.5531,78.78,90,99,8.03,moderate rain
701,Menongue,AO,-14.6585,17.691,62.53,98,100,5.41,moderate rain
702,Pasighat,IN,28.0667,95.3333,55.36,94,100,3.98,heavy intensity rain
703,Atar,MR,20.5169,-13.0499,70.72,11,23,5.84,few clouds
704,Dzaoudzi,YT,-12.7887,45.2699,82.29,78,0,10.36,clear sky
705,Killybegs,IE,54.6333,-8.45,38.44,72,71,20.33,broken clouds
